State,Value
 XXXO   O,0.0
 XXXO  O ,0.0
 XXXO  OO,0.0
 XXXO O  ,0.0
 XXXO O O,1.0
 XXXO OOX,0.0
 XXXO OXO,0.0
 XXXOO O ,0.0
 XXXOO OX,0.0
 XXXOO XO,0.0
 XXXOOO  ,0.0
 XXXOOOOX,1.0
 XXXOOOX ,0.0
 XXXOOOXO,1.0
 XXXOOX O,0.0
 XXXOOXO ,0.0
 XXXOOXOO,1.0
 XXXOX OO,-1.0
 XXXOXOO ,0.0
 XXXOXOOO,-1.0
 XXXXO OO,0.0
 XXXXOO O,-1.0
 XXXXOOOO,-1.0
O       X,0.0
O      X ,0.0
O      XX,0.0
O     OXX,0.0
O     X  ,0.0
O     X X,0.0
O     XOX,0.0
O     XX ,0.0
O     XXO,0.0
O    O XX,0.0
O    OX X,0.0
O    OXX ,0.0
O    X   ,0.0
O    X  X,0.0
O    X X ,0.0
O    X XO,0.0
O    XO X,1.0
O    XX  ,0.0
O    XX O,0.0
O   O X X,0.0
O   O XX ,0.0
O   OX  X,0.0
O   OXX  ,0.0
O   OXX X,0.0
O   OXXOX,0.0
O   X    ,0.0
O   X   X,0.0
O   X  OX,0.0
O   X  X ,0.0
O   X  XO,0.0
O   X O X,0.0
O   X OX ,0.0
O   X OXX,-1.0
O   X X  ,0.0
O   X XO ,0.0
O   X XOX,0.0
O   XO  X,0.0
O   XO XX,0.0
O   XOX  ,1.0
O   XOX X,0.0
O   XOXOX,0.0
O   XX   ,0.0
O   XX  O,0.0
O   XX XO,0.0
O   XXO  ,1.0
O   XXO X,0.0
O   XXOXO,0.0
O  O  X X,0.0
O  O  XX ,0.0
O  O X  X,0.0
O  O X XX,0.0
O  O XX  ,0.0
O  O XXX ,0.0
O  OOXX X,0.0
O  OX   X,0.0
O  OX  X ,1.0
O  OX  XX,0.0
O  OX OXX,-1.0
O  OX X  ,1.0
O  OXO XX,0.0
O  OXOX X,0.0
O  OXXX  ,0.0
O  OXXX O,1.0
O  X     ,0.0
O  X    X,0.0
O  X   X ,0.0
O  X   XO,0.0
O  X  O X,0.0
O  X  OX ,0.0
O  X  X  ,0.0
O  X  XO ,0.0
O  X  XOX,0.0
O  X  XXO,0.0
O  X O  X,0.0
O  X O X ,0.0
O  X O XX,0.0
O  X OX  ,0.0
O  X OX X,0.0
O  X OXOX,0.0
O  X X   ,0.0
O  X X O ,1.0
O  X X XO,0.0
O  X XO  ,1.0
O  X XO X,0.0
O  X XOXO,1.0
O  X XX O,-1.0
O  XO   X,0.0
O  XO  X ,0.0
O  XO X  ,0.0
O  XO X X,0.0
O  XO XX ,0.0
O  XOOX X,0.0
O  XOOXXX,1.0
O  XOX  X,0.0
O  XOX OX,1.0
O  XOXO X,0.0
O  XOXX  ,0.0
O  XOXX O,-1.0
O  XX    ,0.0
O  XX   O,0.0
O  XX  O ,0.0
O  XX  XO,0.0
O  XX OX ,0.0
O  XX OXO,0.0
O  XX X O,0.0
O  XX XO ,0.0
O  XX XOO,0.0
O  XXO X ,0.0
O  XXO XO,0.0
O  XXX O ,1.0
O  XXXO  ,1.0
O  XXXOXO,1.0
O O    XX,0.0
O O   X X,0.0
O O   XXX,1.0
O O  X  X,0.0
O O  X X ,0.0
O O  X XX,0.0
O O  XOXX,0.0
O O  XX  ,0.0
O O  XX X,0.0
O O  XXOX,0.0
O O OX XX,0.0
O O X   X,0.0
O O X  X ,0.0
O O X X  ,0.0
O O X X X,0.0
O O X XX ,0.0
O O X XXO,0.0
O O XO XX,1.0
O O XOX X,1.0
O O XOXXX,1.0
O O XX   ,0.0
O O XX XO,1.0
O O XXO X,0.0
O O XXOXX,-1.0
O O XXX  ,0.0
O O XXXO ,0.0
O O XXXXO,0.0
O OO XXX ,0.0
O OO XXXX,1.0
O OOX X X,0.0
O OOX XXX,1.0
O OOXX X ,1.0
O OOXXOXX,-1.0
O OOXXX  ,0.0
O OOXXX X,0.0
O OOXXXOX,0.0
O OX   X ,0.0
O OX  X  ,0.0
O OX  X X,0.0
O OX  XOX,0.0
O OX  XXO,0.0
O OX O XX,0.0
O OX OX X,0.0
O OX OXX ,0.0
O OX X   ,0.0
O OX X X ,0.0
O OX X XO,1.0
O OX XO X,0.0
O OX XOXX,0.0
O OX XX  ,0.0
O OX XXO ,1.0
O OX XXOX,0.0
O OX XXXO,-1.0
O OXO XX ,0.0
O OXOXXOX,0.0
O OXOXXX ,0.0
O OXOXXXO,-1.0
O OXX    ,0.0
O OXX   X,0.0
O OXX  X ,-1.0
O OXX  XO,1.0
O OXX OX ,1.0
O OXX X  ,0.0
O OXX XO ,0.0
O OXX XOX,0.0
O OXXOX X,-1.0
O OXXOXOX,0.0
O OXXOXX ,0.0
O OXXX XO,1.0
O OXXXO X,1.0
O OXXXXO ,1.0
O X      ,0.0
O X     X,0.0
O X    OX,1.0
O X    X ,0.0
O X    XO,0.0
O X   O X,0.0
O X   OX ,0.0
O X   OXX,0.0
O X   X  ,0.0
O X   X O,0.0
O X   XO ,0.0
O X   XOX,0.0
O X   XXO,0.0
O X  O  X,0.0
O X  O X ,0.0
O X  OOXX,0.0
O X  OX  ,1.0
O X  OXX ,0.0
O X  OXXO,0.0
O X  X   ,0.0
O X  X  O,0.0
O X  X O ,1.0
O X  X OX,1.0
O X  XO  ,1.0
O X  XO X,1.0
O X  XX O,0.0
O X  XXOO,0.0
O X O  X ,0.0
O X O OXX,0.0
O X O XX ,-1.0
O X O XXO,-1.0
O X OOXX ,0.0
O X OX   ,0.0
O X OX X ,0.0
O X OXOXX,1.0
O X OXXO ,0.0
O X X    ,0.0
O X X   O,0.0
O X X  O ,0.0
O X X  XO,0.0
O X X O  ,0.0
O X X O X,0.0
O X X OX ,0.0
O X X OXO,1.0
O X XO   ,0.0
O X XO  X,0.0
O X XO X ,0.0
O X XO XO,1.0
O X XOO X,0.0
O X XOOXX,0.0
O X XOX  ,1.0
O X XOXXO,1.0
O X XX  O,0.0
O X XX O ,0.0
O XO   X ,0.0
O XO  X  ,1.0
O XO  XOX,1.0
O XO  XX ,0.0
O XO OXX ,0.0
O XO OXXX,1.0
O XO X   ,1.0
O XO X  X,1.0
O XO XOX ,-1.0
O XO XX  ,0.0
O XO XX O,1.0
O XOO XX ,0.0
O XOOX X ,0.0
O XOOX XX,1.0
O XOOXX  ,0.0
O XOOXXX ,0.0
O XOOXXXO,-1.0
O XOX    ,1.0
O XOX   X,0.0
O XOX  OX,0.0
O XOX O X,-1.0
O XOX OX ,-1.0
O XOX X  ,1.0
O XOX XOX,1.0
O XOXO X ,0.0
O XOXOOXX,-1.0
O XOXOX X,1.0
O XOXXOXO,-1.0
O XOXXX O,1.0
O XX     ,0.0
O XX    O,0.0
O XX  O  ,0.0
O XX  O X,0.0
O XX  OOX,0.0
O XX  X O,0.0
O XX  XO ,0.0
O XX O   ,0.0
O XX O  X,0.0
O XX O OX,0.0
O XX O X ,0.0
O XX OOX ,0.0
O XX OX O,1.0
O XX OXO ,0.0
O XX OXOX,0.0
O XX XO  ,0.0
O XXO    ,0.0
O XXO   X,0.0
O XXO  OX,0.0
O XXO  X ,0.0
O XXO X  ,0.0
O XXO XO ,0.0
O XXOO  X,0.0
O XXOO X ,0.0
O XXOO XX,0.0
O XXOOOXX,0.0
O XXOOX X,0.0
O XXOOXOX,0.0
O XXOOXX ,-1.0
O XXOOXXO,-1.0
O XXOX   ,0.0
O XXOX OX,1.0
O XXOXO  ,0.0
O XXOXO X,1.0
O XXOXXO ,-1.0
O XXX   O,0.0
O XXX  OO,0.0
O XXX O O,0.0
O XXX OO ,0.0
O XXX OOX,0.0
O XXX OXO,0.0
O XXXO   ,0.0
O XXXO  O,0.0
O XXXO XO,0.0
O XXXOO  ,0.0
O XXXOO X,0.0
O XXXOOOX,0.0
O XXXOOX ,0.0
O XXXOX O,1.0
O XXXX OO,1.0
OO     XX,1.0
OO    X X,0.0
OO    XX ,1.0
OO    XXX,1.0
OO   X  X,1.0
OO   X X ,0.0
OO   XX X,0.0
OO   XXX ,0.0
OO  OXX X,0.0
OO  X   X,0.0
OO  X  X ,0.0
OO  X X  ,0.0
OO  X X X,0.0
OO  X XX ,0.0
OO  X XXO,1.0
OO  XO XX,0.0
OO  XOX X,0.0
OO  XOXX ,0.0
OO  XX   ,0.0
OO  XX  X,0.0
OO  XX X ,0.0
OO  XX XO,1.0
OO  XXOX ,0.0
OO  XXOXX,-1.0
OO  XXX  ,0.0
OO  XXX O,0.0
OO O X XX,0.0
OO O XXX ,0.0
OO OX XX ,0.0
OO OXX X ,0.0
OO OXX XX,0.0
OO OXXOXX,-1.0
OO OXXXX ,-1.0
OO X    X,0.0
OO X  X  ,0.0
OO X  X X,-1.0
OO X  XOX,0.0
OO X  XX ,0.0
OO X OX X,0.0
OO X OXX ,0.0
OO X OXXX,1.0
OO X X   ,0.0
OO X X XO,1.0
OO X XOX ,0.0
OO X XX O,0.0
OO X XXXO,0.0
OO XO X X,0.0
OO XO XX ,1.0
OO XO XXX,1.0
OO XOXOXX,1.0
OO XOXX X,0.0
OO XOXXXO,-1.0
OO XX  X ,0.0
OO XX  XO,1.0
OO XX X O,1.0
OO XX XO ,1.0
OO XX XOX,0.0
OO XXO X ,0.0
OO XXO XX,-1.0
OO XXOX X,-1.0
OO XXOXOX,0.0
OO XXOXXO,0.0
OO XXX XO,1.0
OO XXXX O,1.0
OOO XX  X,-1.0
OOO XX X ,-1.0
OOO XXOXX,-1.0
OOO XXXXO,-1.0
OOOOXXX X,-1.0
OOOOXXXX ,-1.0
OOOX  X X,-1.0
OOOX XOXX,-1.0
OOOXOXX X,-1.0
OOOXOXXX ,-1.0
OOOXX   X,-1.0
OOOXX  X ,-1.0
OOOXX X  ,-1.0
OOOXXO XX,-1.0
OOOXXOX X,-1.0
OOOXXOXX ,-1.0
OOX     X,0.0
OOX    X ,0.0
OOX    XX,0.0
OOX   X  ,0.0
OOX   X X,0.0
OOX   XXO,1.0
OOX  OX X,1.0
OOX  X   ,0.0
OOX  X  X,1.0
OOX O XX ,0.0
OOX O XXX,1.0
OOX OX X ,0.0
OOX OX XX,1.0
OOX OXXX ,0.0
OOX OXXXO,-1.0
OOX X    ,0.0
OOX X   X,0.0
OOX X  X ,0.0
OOX X  XO,0.0
OOX X O X,0.0
OOX X XXO,1.0
OOX XO  X,1.0
OOX XO X ,1.0
OOX XO XX,0.0
OOX XOX X,1.0
OOX XOXX ,1.0
OOX XX  O,0.0
OOX XX O ,1.0
OOX XX XO,0.0
OOX XXO X,1.0
OOX XXOX ,-1.0
OOX XXOXO,1.0
OOXO   XX,1.0
OOXO X XX,1.0
OOXOX   X,0.0
OOXOX  X ,0.0
OOXOX  XX,0.0
OOXOX OXX,-1.0
OOXOXO XX,1.0
OOXOXOXXX,1.0
OOXOXX X ,-1.0
OOXOXX XO,1.0
OOXOXXOX ,-1.0
OOXOXXXXO,1.0
OOXX    X,0.0
OOXX   X ,0.0
OOXX   XO,0.0
OOXX  X  ,0.0
OOXX  XO ,0.0
OOXX O  X,0.0
OOXX O X ,0.0
OOXX O XX,0.0
OOXX OOXX,0.0
OOXX OX  ,0.0
OOXX OXX ,0.0
OOXX X   ,0.0
OOXX X O ,0.0
OOXX X XO,-1.0
OOXX XO  ,0.0
OOXX XOX ,0.0
OOXX XOXO,1.0
OOXXO  X ,0.0
OOXXO  XX,0.0
OOXXO X  ,0.0
OOXXO X X,-1.0
OOXXO XOX,-1.0
OOXXO XX ,0.0
OOXXOO XX,1.0
OOXXOOX X,1.0
OOXXOOXX ,1.0
OOXXOOXXX,1.0
OOXXOX X ,-1.0
OOXXOX XO,-1.0
OOXXOXOX ,1.0
OOXXOXOXX,1.0
OOXXOXX  ,-1.0
OOXXOXXO ,-1.0
OOXXX    ,0.0
OOXXX   O,0.0
OOXXX OXO,0.0
OOXXX X O,1.0
OOXXX XO ,1.0
OOXXXO   ,0.0
OOXXXO  X,0.0
OOXXXO OX,1.0
OOXXXO XO,1.0
OOXXXOO X,0.0
OOXXXOOX ,0.0
OOXXXOOXX,0.0
OOXXXOXOX,1.0
OOXXXOXXO,1.0
OOXXXX O ,1.0
OOXXXXOXO,1.0
OX       ,0.0
OX      X,0.0
OX     X ,0.0
OX     XO,1.0
OX    O X,0.0
OX    OX ,0.0
OX    X  ,0.0
OX    X O,0.0
OX   O  X,0.0
OX   OX  ,0.0
OX   OXX ,0.0
OX   X   ,0.0
OX   X  O,0.0
OX   X XO,-1.0
OX   XO  ,0.0
OX   XO X,0.0
OX   XOX ,0.0
OX   XOXO,0.0
OX   XX O,-1.0
OX  O  X ,0.0
OX  O  XX,0.0
OX  O X  ,0.0
OX  O X X,0.0
OX  O XOX,0.0
OX  O XX ,0.0
OX  OO XX,0.0
OX  OOX X,0.0
OX  OOXX ,1.0
OX  OOXXX,1.0
OX  OX   ,0.0
OX  OX X ,-1.0
OX  OX XO,-1.0
OX  OXX  ,-1.0
OX  OXX O,-1.0
OX  OXXOX,0.0
OX  X    ,0.0
OX  X  O ,0.0
OX  X  XO,1.0
OX  X O  ,0.0
OX  XO   ,0.0
OX  XO  X,0.0
OX  XOO X,0.0
OX  XOOXX,1.0
OX  XOX  ,0.0
OX  XOXOX,0.0
OX  XX O ,0.0
OX  XX OO,0.0
OX  XXO  ,0.0
OX  XXOO ,0.0
OX  XXOXO,1.0
OX O   X ,1.0
OX O  X  ,0.0
OX O  X X,0.0
OX O  XOX,0.0
OX O OXX ,0.0
OX O X   ,0.0
OX O X  X,0.0
OX O X X ,0.0
OX O XOX ,-1.0
OX O XX  ,0.0
OX OOXX X,1.0
OX OOXXOX,1.0
OX OX  X ,1.0
OX OX X O,0.0
OX OXO XX,1.0
OX OXOXOX,0.0
OX OXOXX ,1.0
OX OXX  O,0.0
OX OXXX O,0.0
OX OXXXOO,1.0
OX X     ,0.0
OX X    O,0.0
OX X   O ,0.0
OX X   OX,0.0
OX X   XO,0.0
OX X  O  ,0.0
OX X  O X,0.0
OX X  OOX,0.0
OX X  OX ,0.0
OX X  OXO,0.0
OX X  X O,0.0
OX X  XO ,0.0
OX X  XOO,0.0
OX X O   ,0.0
OX X O  X,0.0
OX X O OX,0.0
OX X OO X,0.0
OX X OOXX,0.0
OX X OX  ,0.0
OX X OX O,0.0
OX X OXO ,0.0
OX X OXOX,0.0
OX X XOO ,0.0
OX X XOOX,1.0
OX XO    ,0.0
OX XO   X,0.0
OX XO  OX,0.0
OX XO  X ,-1.0
OX XO  XO,-1.0
OX XO O X,0.0
OX XO X  ,0.0
OX XO XO ,0.0
OX XOOOXX,0.0
OX XOOX  ,0.0
OX XOOXOX,0.0
OX XOOXX ,0.0
OX XOOXXO,-1.0
OX XOX   ,0.0
OX XOX O ,0.0
OX XOX OX,0.0
OX XOXO X,0.0
OX XOXOOX,1.0
OX XOXXO ,-1.0
OX XOXXOO,-1.0
OX XX O  ,0.0
OX XX OOX,0.0
OX XX OXO,1.0
OX XX XOO,0.0
OX XXO   ,0.0
OX XXO  O,0.0
OX XXOO  ,1.0
OX XXOO X,0.0
OX XXOOOX,0.0
OX XXOOX ,1.0
OX XXOX O,0.0
OX XXOXOO,1.0
OXO  OX X,0.0
OXO  OXXX,1.0
OXO  X   ,0.0
OXO  X  X,0.0
OXO  X X ,0.0
OXO  XO X,0.0
OXO  XOXX,-1.0
OXO  XX O,0.0
OXO  XXOX,0.0
OXO OX X ,0.0
OXO OX XX,0.0
OXO OXXOX,0.0
OXO OXXX ,-1.0
OXO OXXXO,-1.0
OXO X X  ,0.0
OXO X X O,0.0
OXO X XO ,0.0
OXO XO  X,0.0
OXO XO XX,1.0
OXO XOX  ,0.0
OXO XOXX ,1.0
OXO XX   ,0.0
OXO XX  O,0.0
OXO XXOOX,0.0
OXO XXX O,1.0
OXO XXXO ,0.0
OXO XXXOO,1.0
OXOO  X X,0.0
OXOO X  X,0.0
OXOO X X ,0.0
OXOO X XX,-1.0
OXOO XOXX,-1.0
OXOO XX  ,0.0
OXOO XX X,0.0
OXOO XXOX,0.0
OXOO XXX ,0.0
OXOOOX XX,1.0
OXOOOXX X,1.0
OXOOOXXX ,0.0
OXOOOXXXX,1.0
OXOOX X X,0.0
OXOOX XOX,0.0
OXOOXOX X,0.0
OXOOXOXXX,1.0
OXOOXX X ,1.0
OXOOXXO X,-1.0
OXOOXXX  ,0.0
OXOOXXX O,1.0
OXOOXXXO ,0.0
OXOOXXXOX,0.0
OXOOXXXXO,1.0
OXOX     ,0.0
OXOX    X,0.0
OXOX   OX,0.0
OXOX   X ,0.0
OXOX  O X,0.0
OXOX O  X,0.0
OXOX O X ,1.0
OXOX O XX,0.0
OXOX OOXX,1.0
OXOX OX X,0.0
OXOX OXOX,0.0
OXOX X OX,0.0
OXOX XO X,-1.0
OXOX XOOX,1.0
OXOX XXOO,1.0
OXOXO  X ,0.0
OXOXO  XX,0.0
OXOXO OXX,-1.0
OXOXO XX ,0.0
OXOXO XXO,-1.0
OXOXOOXX ,1.0
OXOXOOXXX,1.0
OXOXOX OX,0.0
OXOXOXO X,-1.0
OXOXOXXOX,0.0
OXOXX O  ,1.0
OXOXX OOX,1.0
OXOXX OX ,1.0
OXOXX XOO,1.0
OXOXXO  X,0.0
OXOXXO X ,1.0
OXOXXOO X,1.0
OXOXXOOXX,1.0
OXOXXOX O,-1.0
OXOXXOXOX,0.0
OXOXXX  O,1.0
OXOXXXOOX,1.0
OXOXXXXOO,1.0
OXX      ,0.0
OXX    O ,0.0
OXX    OX,0.0
OXX    XO,-1.0
OXX   O  ,0.0
OXX   OX ,0.0
OXX   OXO,1.0
OXX   X O,0.0
OXX   XO ,0.0
OXX  O   ,0.0
OXX  O  X,0.0
OXX  O OX,0.0
OXX  O X ,0.0
OXX  OO X,0.0
OXX  OOX ,0.0
OXX  OOXX,0.0
OXX  OXOX,0.0
OXX  XO  ,0.0
OXX  XOO ,0.0
OXX  XXOO,0.0
OXX O    ,0.0
OXX O  X ,-1.0
OXX O  XO,-1.0
OXX O OX ,0.0
OXX O OXX,0.0
OXX O X  ,0.0
OXX O XOX,0.0
OXX OO  X,0.0
OXX OO X ,0.0
OXX OO XX,0.0
OXX OOOXX,0.0
OXX OOX X,0.0
OXX OOXOX,0.0
OXX OOXX ,-1.0
OXX OOXXO,-1.0
OXX OXXOO,-1.0
OXX X  O ,0.0
OXX X O  ,0.0
OXX X OXO,1.0
OXX XO  O,0.0
OXX XO O ,0.0
OXX XO XO,1.0
OXX XOO X,0.0
OXX XOOOX,0.0
OXX XX OO,-1.0
OXX XXOO ,0.0
OXX XXOOO,-1.0
OXXO   X ,-1.0
OXXO  OX ,-1.0
OXXO  X O,1.0
OXXO  XO ,0.0
OXXO  XOX,0.0
OXXO O X ,1.0
OXXO OOXX,-1.0
OXXO X   ,0.0
OXXO X  O,0.0
OXXO X O ,0.0
OXXO X OX,1.0
OXXO X XO,0.0
OXXO XOXO,-1.0
OXXO XX O,-1.0
OXXO XXOO,0.0
OXXOO  X ,0.0
OXXOO X  ,0.0
OXXOO XOX,1.0
OXXOO XX ,-1.0
OXXOO XXO,-1.0
OXXOOOX X,-1.0
OXXOOOXX ,-1.0
OXXOOX X ,0.0
OXXOOX XO,-1.0
OXXOOXOX ,-1.0
OXXOOXX  ,-1.0
OXXOOXX O,-1.0
OXXOOXXOX,1.0
OXXOX  O ,1.0
OXXOX O  ,-1.0
OXXOX X O,1.0
OXXOX XO ,1.0
OXXOXO X ,1.0
OXXOXOO X,-1.0
OXXOXOXOX,1.0
OXXOXXXOO,1.0
OXXX    O,0.0
OXXX   OO,0.0
OXXX  O  ,0.0
OXXX  O O,0.0
OXXX  OO ,0.0
OXXX  OOX,0.0
OXXX  OXO,0.0
OXXX  XOO,0.0
OXXX O  O,0.0
OXXX O O ,0.0
OXXX O OX,0.0
OXXX O XO,-1.0
OXXX OOOX,0.0
OXXX OOX ,0.0
OXXX OOXO,1.0
OXXX OX O,0.0
OXXX OXO ,0.0
OXXX OXOO,1.0
OXXX XO O,-1.0
OXXX XOO ,0.0
OXXX XOOO,-1.0
OXXXO  OX,0.0
OXXXO O  ,0.0
OXXXO O X,0.0
OXXXO OOX,1.0
OXXXO XOO,-1.0
OXXXOO OX,0.0
OXXXOO X ,-1.0
OXXXOO XO,-1.0
OXXXOOO X,0.0
OXXXOOOX ,0.0
OXXXOOOXX,0.0
OXXXOOX  ,0.0
OXXXOOX O,-1.0
OXXXOOXO ,0.0
OXXXOOXOX,0.0
OXXXOXO  ,0.0
OXXXOXO O,-1.0
OXXXOXOOX,1.0
OXXXX  OO,-1.0
OXXXX O O,-1.0
OXXXX OO ,0.0
OXXXX OOO,-1.0
OXXXXO  O,0.0
OXXXXO O ,0.0
OXXXXOO O,1.0
OXXXXOOO ,0.0
OXXXXOOOX,0.0
OXXXXOOXO,1.0
OXXXXOXOO,1.0
X        ,0.0
X       O,0.0
X      O ,0.0
X      OX,0.0
X      XO,0.0
X     O  ,0.0
X     O X,0.0
X     X O,0.0
X     XO ,0.0
X    O   ,0.0
X    O  X,0.0
X    O OX,0.0
X    O X ,0.0
X    O XO,0.0
X    OOX ,0.0
X    OOXX,0.0
X    OX  ,0.0
X    OX O,0.0
X    OXO ,1.0
X    OXOX,0.0
X    OXXO,0.0
X    X  O,0.0
X    X O ,0.0
X    X OO,0.0
X    XO  ,0.0
X    XO O,0.0
X    XOO ,0.0
X   O    ,0.0
X   O   X,0.0
X   O  X ,0.0
X   O  XO,0.0
X   O O X,0.0
X   O OX ,0.0
X   O OXX,-1.0
X   O X  ,0.0
X   O X O,0.0
X   O XO ,0.0
X   O XOX,0.0
X   O XXO,0.0
X   OO  X,0.0
X   OO X ,0.0
X   OOOXX,0.0
X   OOX  ,0.0
X   OOXX ,0.0
X   OOXXO,0.0
X   OX   ,0.0
X   OX  O,0.0
X   OX O ,0.0
X   OX OX,0.0
X   OX XO,0.0
X   OXO  ,0.0
X   OXOOX,1.0
X   OXOX ,-1.0
X   OXOXO,0.0
X   X   O,0.0
X   X  O ,0.0
X   X  OO,0.0
X   X O  ,0.0
X   X O O,0.0
X   X OO ,1.0
X   X OOX,1.0
X   X OXO,0.0
X   XO   ,0.0
X   XO  O,0.0
X   XO O ,0.0
X   XO XO,0.0
X   XOO  ,0.0
X   XOO X,1.0
X   XOOX ,0.0
X   XX OO,0.0
X  O     ,0.0
X  O    X,0.0
X  O   OX,0.0
X  O   X ,0.0
X  O   XO,0.0
X  O  O X,0.0
X  O  OX ,0.0
X  O  X  ,0.0
X  O  X O,0.0
X  O  XO ,0.0
X  O O  X,1.0
X  O O X ,0.0
X  O O XX,0.0
X  O OX X,0.0
X  O OXX ,0.0
X  O OXXO,0.0
X  O X   ,0.0
X  O X O ,0.0
X  O X OX,0.0
X  O X XO,0.0
X  O XO  ,0.0
X  O XO X,0.0
X  O XX O,0.0
X  O XXO ,0.0
X  O XXOO,0.0
X  OO   X,0.0
X  OO  X ,0.0
X  OO X  ,0.0
X  OO X X,0.0
X  OO XX ,0.0
X  OO XXO,0.0
X  OOX   ,0.0
X  OOX OX,1.0
X  OOX X ,0.0
X  OOX XO,0.0
X  OOXX  ,0.0
X  OOXXXO,0.0
X  OX    ,0.0
X  OX   O,0.0
X  OX  O ,1.0
X  OX  OX,1.0
X  OX  XO,0.0
X  OX O  ,1.0
X  OX O X,1.0
X  OX OX ,0.0
X  OX OXO,0.0
X  OX X O,0.0
X  OX XOO,0.0
X  OXO  X,1.0
X  OXO X ,0.0
X  OXOOX ,1.0
X  OXOX O,0.0
X  OXOXXO,0.0
X  OXX OO,0.0
X  OXXO  ,0.0
X  OXXOO ,0.0
X  OXXXOO,0.0
X  X    O,0.0
X  X   O ,0.0
X  X   OO,1.0
X  X  O  ,0.0
X  X  OO ,0.0
X  X  XOO,1.0
X  X O   ,0.0
X  X O  O,0.0
X  X O O ,0.0
X  X O OX,0.0
X  X O XO,0.0
X  X OO X,0.0
X  X OOOX,0.0
X  X OX O,1.0
X  X OXO ,1.0
X  XO    ,0.0
X  XO   O,0.0
X  XO  O ,0.0
X  XO O  ,0.0
X  XO OX ,0.0
X  XOO  X,0.0
X  XOOXXO,1.0
X  XOX  O,0.0
X  XOX O ,-1.0
X  XOXO  ,0.0
X  XOXO O,0.0
X  XOXOO ,0.0
X  XOXOOX,0.0
X  XOXOXO,0.0
X  XX  OO,0.0
X  XX OO ,0.0
X  XXO  O,0.0
X  XXOO  ,0.0
X  XXOO O,0.0
X  XXOOXO,0.0
X O      ,0.0
X O     X,0.0
X O    OX,0.0
X O    X ,0.0
X O   O X,0.0
X O   OX ,0.0
X O   OXX,-1.0
X O   X  ,0.0
X O   X O,0.0
X O   XO ,0.0
X O   XOX,0.0
X O   XXO,0.0
X O  O  X,0.0
X O  OX  ,0.0
X O  OXOX,1.0
X O  OXX ,0.0
X O  X   ,0.0
X O  X  O,0.0
X O  X O ,0.0
X O  X OX,0.0
X O  X XO,0.0
X O  XO  ,0.0
X O  XO X,-1.0
X O  XOX ,-1.0
X O  XOXO,0.0
X O O   X,0.0
X O O  X ,0.0
X O O  XX,-1.0
X O O OXX,-1.0
X O O X  ,0.0
X O O XOX,0.0
X O O XX ,0.0
X O O XXO,0.0
X O OOXX ,0.0
X O OX OX,0.0
X O OXO X,-1.0
X O OXOX ,-1.0
X O X    ,0.0
X O X   O,0.0
X O X  O ,0.0
X O X O  ,0.0
X O X OX ,0.0
X O X OXO,0.0
X O X XO ,0.0
X O XO   ,0.0
X O XO  X,1.0
X O XO XO,-1.0
X O XOX  ,-1.0
X O XOX O,-1.0
X O XOXO ,1.0
X O XOXOX,1.0
X O XX  O,0.0
X O XX O ,0.0
X O XXO  ,0.0
X O XXO O,0.0
X O XXOXO,0.0
X OO  XXO,0.0
X OO O XX,0.0
X OO OX X,0.0
X OO OXX ,1.0
X OO OXXX,1.0
X OO X   ,0.0
X OO X  X,0.0
X OO X OX,0.0
X OO X XO,0.0
X OO XO X,0.0
X OO XX O,0.0
X OO XXO ,0.0
X OO XXXO,0.0
X OOO X X,0.0
X OOO XXX,1.0
X OOOX  X,0.0
X OOOX X ,0.0
X OOOXX X,0.0
X OOOXXOX,0.0
X OOOXXX ,0.0
X OOOXXXO,0.0
X OOX    ,0.0
X OOX X  ,0.0
X OOX XXO,0.0
X OOXOX  ,0.0
X OOXOXXO,-1.0
X OOXX O ,1.0
X OOXX OX,1.0
X OOXXO  ,0.0
X OOXXO X,1.0
X OOXXOXO,1.0
X OOXXXO ,0.0
X OOXXXOO,0.0
X OX     ,0.0
X OX    O,0.0
X OX   O ,0.0
X OX   OX,0.0
X OX   XO,0.0
X OX  OOX,0.0
X OX  OX ,0.0
X OX O   ,0.0
X OX O  X,0.0
X OX O OX,1.0
X OX OO X,0.0
X OX OXOX,1.0
X OX X  O,0.0
X OXO    ,1.0
X OXO   X,0.0
X OXO  OX,0.0
X OXO OX ,-1.0
X OXO X  ,1.0
X OXO XOX,1.0
X OXO XXO,1.0
X OXOO  X,0.0
X OXOO XX,-1.0
X OXOOOXX,-1.0
X OXOOXX ,1.0
X OXOX OX,-1.0
X OXOXXO ,1.0
X OXX  O ,0.0
X OXX O  ,0.0
X OXX OXO,0.0
X OXXO O ,1.0
X OXXO OX,1.0
X OXXOO  ,0.0
X OXXOO X,1.0
X OXXOOXO,-1.0
X OXXOXO ,1.0
X X     O,0.0
X X    O ,0.0
X X    OO,0.0
X X   O  ,0.0
X X   O O,0.0
X X   XOO,0.0
X X  O   ,0.0
X X  O  O,1.0
X X  O O ,1.0
X X  O OX,0.0
X X  OO  ,0.0
X X  OOX ,0.0
X X  OX O,0.0
X X  OXOO,1.0
X X  X OO,0.0
X X  XO O,0.0
X X  XOO ,0.0
X X  XOOO,-1.0
X X O    ,0.0
X X O   O,0.0
X X O  O ,0.0
